step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
424,341856,848,1.8916246030773207,0.0,0.49114331723027377
425,342194,850,1.364124977607668,0.0,0.4350282485875706
426,342452,852,1.3016477400986515,0.0,0.45112781954887216
427,342950,854,1.5431892651586039,0.0,0.4889589905362776
428,343896,856,1.571156031080124,0.0,0.4539130434782609
429,344106,858,1.6633107176348383,0.0,0.4583333333333333
430,345164,860,1.8643302717967354,0.0,0.405982905982906
431,345598,862,1.7411287209395225,0.0,0.45794392523364486
432,347792,864,1.0156208468892585,0.0,0.5627668659265584
433,348482,866,1.9635948851244989,0.0,0.4793536804308797
434,349764,868,1.2791992329601491,0.0,0.47093889716840537
435,350438,870,1.3890967888188703,0.0,0.453781512605042
436,351096,872,1.6521693543292215,0.0,0.4098360655737705
437,351594,874,1.5953499001968932,0.0,0.5086206896551724
438,352812,876,1.5722187510006755,0.0,0.4954367666232073
439,353294,878,1.7774177520685215,0.0,0.4174454828660436
440,353888,880,2.0544383716397747,0.0,0.40582959641255606
441,354386,882,1.8862256829364457,0.0,0.42245989304812837
442,354932,884,1.4613210973849795,0.0,0.43174603174603177
443,355766,886,1.4767563909740404,0.0,0.4775510204081633
444,356952,888,0.7516281332301952,0.0,0.3926174496644295
445,357962,890,1.289693690270639,0.0,0.48282442748091603
446,358956,892,1.5017168705850994,0.0,0.45217391304347826
447,359550,894,1.4787730671408343,0.0,0.4228187919463087
448,360800,896,0.8499759542468857,0.0,0.4779582366589327
449,362018,898,1.6115480309688692,0.0,0.4061624649859944
450,362580,900,1.2398278274274568,0.0,0.43962848297213625
451,363158,902,1.8135989619869544,0.0,0.4401041666666667
452,363976,904,1.5745094550893433,0.0,0.47107438016528924
453,364634,906,1.5861431096164098,0.0,0.4166666666666667
454,365804,908,1.6346511332246085,0.0,0.4281524926686217
455,367422,910,1.699613086192095,0.0,0.4287158746208291
456,367824,912,1.4911394368306536,0.0,0.4264705882352941
457,368482,914,1.5525284075524453,0.0,0.46420323325635104
458,369300,916,1.582184925360975,0.0,0.42462845010615713
459,369942,918,1.4498787990513917,0.0,0.39072847682119205
460,371032,920,1.0794972489522774,0.0,0.41627906976744183
461,371418,922,1.5373149889695765,0.0,0.4981549815498155
462,371948,924,2.6195880269696037,0.0,0.38636363636363635
463,372398,926,1.3660919609259392,0.0,0.44155844155844154
464,373408,928,0.8084542030403437,0.0,0.521505376344086
465,374946,930,1.5950794187449284,0.0,0.4292237442922374
466,375860,932,1.554524530475611,0.0,0.4102079395085066
467,377494,934,1.32140620599356,0.0,0.4774972557628979
468,378152,936,2.306524386502066,0.0,0.4146341463414634
469,379306,938,1.2558737287048003,0.0,0.4741235392320534
470,380156,940,1.6019064082899959,0.0,0.4485981308411215
471,380814,942,1.720201388546975,0.0,0.35342465753424657
472,381504,944,1.7173905916182506,0.0,0.41911764705882354
473,383186,946,1.4901950206151657,0.0,0.4017372421281216
474,385092,948,1.552707193256924,0.0,0.4296675191815857
475,385558,950,1.634647407321088,0.0,0.36917562724014336
476,388040,952,1.3083106333577617,0.0,0.43923076923076926
477,388826,954,1.3159342067875133,0.0,0.47045454545454546
478,389484,956,1.940008318147967,0.0,0.38137472283813745
479,390558,958,1.6812806391670956,0.0,0.35823429541595925
480,392352,960,1.082607302716018,0.0,0.5984405458089669
481,393074,962,1.7036625474146379,0.0,0.4
482,394276,964,1.0403304205344255,0.0,0.458955223880597
483,395142,966,1.519818544890744,0.0,0.4540229885057471
484,396936,968,0.9648246620021116,0.0,0.5895196506550219
485,397466,970,2.3900804616817446,0.0,0.4176334106728538
486,398188,972,1.5271595627949142,0.0,0.4125874125874126
487,398590,974,1.6298070164162461,0.0,0.4925373134328358
